_id,movie_directors,movie_genres,movie_rating,movie_stars,movie_writers,name,plot,poster,release_year,reviews_num,titleId,tsne_glyph_x,tsne_glyph_y,signature_zscore_percent_anger,signature_zscore_percent_anticipation,signature_zscore_percent_disgust,signature_zscore_percent_fear,signature_zscore_percent_joy,signature_zscore_percent_sadness,signature_zscore_percent_surprise,signature_zscore_percent_trust,cluster_1,emotion_color,cluster_level2,tsne_glyph_x_level2,tsne_glyph_y_level2,emotion_color_lvl2
6174388c2788418ec824cd4d,Michael Curtiz,Western,4.0,Alan Ladd & Olivia de Havilland & Dean Jagger & David Ladd & Cecil Kellaway,Joseph Petracca & Lillie Hayward & James Edward Grant,The Proud Rebel,nn,nn,1958,34,tt0052097,6.83342,32.0744,0.556962,0.70839,0.526453,0.4505,0.494417,0.536636,0.493023,0.847769,3,3,2,30.7095,-24.2121,5
617438b82788418ec824cd5f,Guy Green,Crime & Horror & Mystery & Thriller,4.0,Peter van Eyck & Betta St. John & Mandy Miller & Grégoire Aslan & William Franklyn,Peter Myers & Jimmy Sangster & Anthony Dawson,The Snorkel,nn,nn,1958,38,tt0052207,-51.2007,37.7876,0.624251,0.345515,0.672843,0.852286,0.420492,0.784617,0.819263,0.766289,3,3,7,18.2821,-15.6243,4
6174390c2788418ec824cd81,Edward Dmytryk,Action & Drama & War,4.0,Marlon Brando & Montgomery Clift & Dean Martin & Hope Lange & Barbara Rush,Edward Anhalt & Irwin Shaw,The Young Lions,nn,nn,1958,73,tt0052415,-9.80403,31.7871,0.532252,0.517149,0.268658,0.733651,0.52735,0.508222,0.758329,0.489606,3,3,3,12.2378,19.548,8
6174391e2788418ec824cd89,Roy Del Ruth,Horror & Mystery & Sci-Fi,3.0,Beverly Garland & Bruce Bennett & Lon Chaney Jr. & George Macready & Frieda Inescort,Orville H. Hampton & Orville H. Hampton & Charles O'Neal,The Alligator People,nn,nn,1959,57,tt0052549,-71.2094,18.5535,0.524221,0.372059,0.762485,0.81618,0.230891,0.77987,0.765356,0.447503,3,3,5,-28.3721,24.3737,6
617439402788418ec824cd97,Crane Wilbur,Horror & Mystery & Thriller,4.0,Vincent Price & Agnes Moorehead & Gavin Gordon & John Sutton & Lenita Lane,Crane Wilbur & Crane Wilbur & Mary Roberts Rinehart,The Bat,nn,nn,1959,102,tt0052602,-66.3191,24.5101,0.687821,0.538443,0.59792,0.677916,0.134097,0.555709,0.922553,0.329276,3,3,4,-19.9447,22.4504,7
617439622788418ec824cda5,Roger Corman,Comedy & Crime & Horror,4.0,Dick Miller & Barboura Morris & Antony Carbone & Julian Burton & Ed Nelson,Charles B. Griffith,A Bucket of Blood,nn,nn,1959,97,tt0052655,-16.7896,5.4699,0.376951,0.298773,0.491092,0.389048,0.448226,0.793702,0.895788,0.156091,3,3,5,-15.5212,45.5533,6
617439c32788418ec824cdcd,Delmer Daves & Karl Malden & Vincent Sherman,Western,4.0,Gary Cooper & Maria Schell & Karl Malden & George C. Scott & Karl Swenson,Wendell Mayes & Halsted Welles & Dorothy M. Johnson,The Hanging Tree,nn,nn,1959,46,tt0052876,-11.1819,42.4444,0.754478,0.473696,0.836513,0.517006,0.599962,0.542489,0.897655,0.79419,3,3,3,27.7042,-11.1517,8
617439e02788418ec824cdd9,Terence Fisher,Horror & Mystery,4.0,Peter Cushing & André Morell & Christopher Lee & Marla Landi & David Oxley,Arthur Conan Doyle & Peter Bryan,The Hound of the Baskervilles,nn,nn,1959,91,tt0052905,2.03575,15.5408,0.425864,0.345692,0.589712,0.515085,0.273495,0.534354,0.820314,0.759502,3,3,3,-18.7722,10.679,8
61743a322788418ec824cdfb,Victor Trivas,Horror & Sci-Fi,3.0,Horst Frank & Karin Kernke & Helmut Schmid & Paul Dahlke & Dieter Eppler,Victor Trivas,The Head,nn,nn,1959,32,tt0053095,3.06276,35.5953,0.604062,0.556905,0.779773,0.711441,0.520666,0.942593,0.223949,0.942456,3,3,7,18.3919,-38.6597,4
61743a502788418ec824ce07,Robert Wise,Crime & Drama & Thriller,4.0,Harry Belafonte & Robert Ryan & Shelley Winters & Ed Begley & Gloria Grahame,William P. McGivern & Abraham Polonsky & Nelson Gidding,Odds Against Tomorrow,nn,nn,1959,69,tt0053133,-55.5798,9.67395,0.923749,0.57045,0.619724,0.597097,0.286413,0.946556,0.3971,0.432909,3,3,6,-16.9092,-15.6564,1
